question,answer,options,type
'2019年3月18日，习近平总书记主持召开学校思想政治理论课教师座谈会并发表重要讲话强调，思想政治理论课是落实_____根本任务的关键课程。','立德树人','A:教育方针 B:立德树人 C:培养接班人 D:培育合格建设者','单选题'
'邓小平阐述的社会主义的本质是解放生产力，发展生产力，消灭剥削，消除两极分化，最终达到共同富裕。','正确','A:正确 B:错误 ','判断题'
'海康(五十二所)高度重视工会工作，关心职工发展支持工会发挥作用，以下说法错误的是？','A:2007年海康威视工会荣获“浙江省模范职工之家”称号。 B:2011年10月，五十二所工会被中华全国总工会授予“模范党员之家”称号。 C:1989年11月1日，召开五十二所第三届职工代表大会。 D:1984年，五十二所完成了迁杭手续并安排近60名职工子女到杭二中、求是小学等学校就读。','A:2007年海康威视工会荣获“浙江省模范职工之家”称号。 B:2011年10月，五十二所工会被中华全国总工会授予“模范党员之家”称号。 C:1989年11月1日，召开五十二所第三届职工代表大会。 D:1984年，五十二所完成了迁杭手续并安排近60名职工子女到杭二中、求是小学等学校就读。','多选题'
'公司于1984年迁杭立所','正确','A:正确 B:错误 ','判断题'
'周恩来“千古奇冤，江南一叶；同室操戈，相煎何急?! ”的题词是为_____而题。','皖南事变','A:西安事变 B:七·一五反革命政变 C:皖南事变 D:四·一二反革命政变','单选题'
'企业文化作为中电海康创新体系的重要组成部分，在企业文化建设过程中应当兼顾承接中国电科文化、传承研究所传统文化的功能定位。','正确','A:正确 B:错误 ','判断题'
'_____是人民当家作主和依法治国的根本保证。','党的领导','A:民主协商 B:党的领导 C:民主集中 D:人民代表大会制度','单选题'
'新中国第一次正式提出实现"四个现代化"奋斗目标的会议是_____。','第三届全国人民代表大会','A:第一届全国人民代表大会 B:第二届全国人民代表大会 C:第三届全国人民代表大会 D:第四届全国人民代表大会','单选题'
'中国共产党历史上第一部土地法是1928年12月，在井冈山制定的《土地法》','正确','A:正确 B:错误 ','判断题'
'十八大报告中提出，建设中国特色社会主义，总依据是社会主义初级阶段，总布局是“五体一位”，总任务是实现社会主义现代化和中华民族伟大复兴。','正确','A:正确 B:错误 ','判断题'
'共青团是党的助手和后备军，要始终保持先进性，广大团员青年坚定跟党走，就是_____。','初心','A:方向 B:初心 C:目标 D:要求','单选题'
'我国政府恢复对香港、澳门行使主权后，对香港、澳门实行“一国两制”、港人治港、澳人治澳、高度自治的方针。香港、澳门特别行政区在政治和法律方面享有的自治权包括______。','B:行政管理权 C:立法权 D:独立的司法权和终审权','A:独立的外交权 B:行政管理权 C:立法权 D:独立的司法权和终审权','多选题'
'为争取抗美援朝战争的胜利和根据国家国防建设的需要，中央人民政府人民军事委员会和中央人民政务院于1950年12月和1959年6月两次发出招收青年学生参加_____的决定。','军事干部学校',,
'西安事变和平解决的最根本前提是_____。','中日民族矛盾上升为最主要矛盾',,
'中国电科的发展愿景是建设世界一流企业。','正确','A:正确 B:错误 ','判断题'
'坚持党的领导、人民当家作主、依法治国有机统一。人民当家作主是社会主义民主政治的本质特征。','正确','A:正确 B:错误 ','判断题'
'“三个有利于”的主要内容是什么？','A:是否有利于发展社会主义社会的生产力 B:是否有利于增强社会主义国家的综合国力 C:是否有利于提高人民的生活水平','A:是否有利于发展社会主义社会的生产力 B:是否有利于增强社会主义国家的综合国力 C:是否有利于提高人民的生活水平 D:是否有利于发展社会主义经济','多选题'
'中国共产党领导人民发展社会主义民主政治，建设 _____。','社会主义政治文明','A:社会主义法制文明 B:社会主义政治文明 C:社会主义精神文明 D:社会主义物质文明','单选题'
'2021年秋季学期中央党校(国家行政学院)中青年干部培训班9月1日上午在中央党校开班。习近平在开班式上发表重要讲话强调，共产党人任何时候都要有_____的风骨、气节、胆魄。','A:不信邪 B:不怕鬼 C:不当软骨头 ','A:不信邪 B:不怕鬼 C:不当软骨头 D:不做亏心事','多选题'
'习近平总书记对关系新时代党和国家事业发展的一系列重大理论和实践问题进行了深邃思考和科学判断，就新时代坚持和发展什么样的中国特色社会主义、怎样坚持和发展中国特色社会主义；_____；建设什么样的长期执政的马克思主义政党、怎样建设长期执政的马克思主义政党等重大时代课题提出一系列原创性的治国理政新理念新思想新战略。','B:建设什么样的社会主义现代化强国、怎样建设社会主义现代化强国','A:建设什么样的社会主义现代化国家，怎样全面建设社会主义现代化国家 B:建设什么样的社会主义现代化强国、怎样建设社会主义现代化强国 C:怎样建设社会主义和建设什么样的党 D:建设什么样的社会主义核心价值观','单选题'
'中电海康的数字化系统必须具备能够感知员工的状态、能够精准感知市场的作用。','正确','A:正确 B:错误 ','判断题'
'2010年，分所收入历史性突破1.5亿元。','错误，是1亿元','A:正确 B:错误 ','判断题'
'我们既要学习雷锋的精神，也要学习雷锋的做法，把崇高理想信念和人生价值追求转化为具体行动，体现在平凡的工作生活中，作出自己应有的贡献，把雷锋精神代代传承下去。','错误，是道德品质，不是人生价值','A:正确 B:错误 ','判断题'
'中国共产党第十九次全国代表大会，是在全面建成小康社会决胜阶段、中国特色社会主义进入_____的关键时期召开的一次十分重要的大会。','新时代','A:新时期 B:新阶段 C:新征程 D:新时代','单选题'
'2010年5月28日，_____在深圳证券交易所正式挂牌上市。发行价为每股人民币68.00元，发行总股本50，000，000股。','A:杭州海康威视数字技术股份有限公司','A:杭州海康威视数字技术股份有限公司 B:凤凰光学股份有限公司 C:中国电子科技集团 D:五十二所','单选题'
'2020年6月6日上午，在长三角一体化发展重大合作事项签约仪式上，中电海康与_____签署五方战略合作协议，共建长三角面向物联网领域“感存算一体化”超级中试中心。','A:上海市嘉定区 B:江苏省无锡市 C:浙江省杭州市 D:安徽省合肥市','A:上海市嘉定区 B:江苏省无锡市 C:浙江省杭州市 D:安徽省合肥市','多选题'
'党的十八大以来，在坚持党的全面领导上，党中央权威和集中统一领导得到有力保证，党的领导制度体系不断完善，党的领导方式更加科学，全党思想上_____、政治上_____、行动上_____，党的政治领导力、思想引领力、群众组织力、社会号召力显著增强。','C:更加统一、更加团结、更加一致 ','A:更加团结、更加统一、更加一致 B:更加统一、更加一致、更加团结 C:更加统一、更加团结、更加一致 D:更加一致、更加统一、更加团结','单选题'
'1927年10月，《中国青年》被迫停刊，团中央于当年11月7日又出版机关刊物_____，出版5期后，于1928年10月再度改名。','A:《无产青年》','A:《无产青年》 B:《列宁青年》 C:《青年实话》 D:《时刻准备着》','单选题'
'我们党的最大政治优势是密切联系群众，党执政后的最大危险是_____ 。','A:脱离群众','A:脱离群众 B:权力腐败 C:以权谋私 D:贪污腐败','单选题'
'在我们党的一百年历史上，曾经先后在1945年制定了《关于若干历史问题的决议》，在1981年制定了_____。','C:《关于建国以来党的若干历史问题的决议》 ','A:《中共中央关于党的百年奋斗重大成就和历史经验的决议》 B:《关于召开党的第二十次全国代表大会的决议》 C:《关于建国以来党的若干历史问题的决议》 ','单选题'
'党的十九届六中全会指出，坚持国家利益至上，以_____为宗旨，以政治安全为根本，以经济安全为基础，以军事、科技、文化、社会安全为保障，以促进国际安全为依托。','人民安全','A:人民安全 B:国家安全 C:人民利益 D:国土安全','单选题'
'党中央强调，_____是中华民族的突出优势，是我们在世界文化激荡中站稳脚跟的根基，必须结合新的时代条件传承和弘扬好。','中华优秀传统文化','A:中华优秀传统文化 B:革命文化 C:社会主义先进文化 D:中国特色社会主义文化','单选题'
'在长期实践中，我们培育形成了爱岗敬业、争创一流、艰苦奋斗、勇于创新、淡泊名利、甘于奉献的劳模精神，崇尚劳动、热爱劳动、辛勤劳动、诚实劳动的劳动精神，执着专注、精益求精、一丝不苟、追求卓越的工匠精神。','正确','A:正确 B:错误 ','判断题'
'2002年据权威机构统计，海康威视公司基于MPEG-4标准的系列产品市场占有率为国内第二。','错误，应该是第一','A:正确 B:错误 ','判断题'
'_____，从以52所为主要经营主体转变为以中电海康为运营主体，实现了经营业务平台由研究院所向现代企业体制的转变。总体营收突破百亿，提前实现规划目标，发展迈上了新台阶。','2013年','A:2011年 B:2012年 C:2013年 D:2014年','单选题'
'1949 年 3 月，中华全国学生第十四届代表大会在北平召开，宣告中华全国学生联合会正式成立，大会选出_____为主席。','谢邦定','A:谢邦定 B:陈震中 C:晏福民 D:聂维庆','单选题'
